status,card_present_flag,txn_description,merchant_id,balance,date,gender,age,merchant_suburb,merchant_state,transaction_date_time,amount,customer_id,movement,customer_longitude,customer_latitude,merchant_longitude,merchant_latitude
authorized,1,SALES-POS,a1360283-370b-4de2-9c27-8c3452f7e4af,4277.88,2018-09-13,M,22,Melbourne,VIC,2018-09-13 00:42:51+00:00,38.41,CUS-1617121891,debit,255.00,-573.00,144.97,-37.82
authorized,1,POS,1e767676-dfb1-428e-a532-8c652ef863ac,2333.51,2018-09-13,F,26,Broadbeach,QLD,2018-09-13 01:12:22+00:00,7.75,CUS-2487424745,debit,153.41,-27.95,153.43,-28.04
authorized,0,POS,0542f88c-0252-437a-9161-da3c0aff2875,5825.1,2018-09-13,M,20,Braybrook,VIC,2018-09-13 01:36:11+00:00,25.02,CUS-2484453271,debit,145.23,-37.86,144.86,-37.78
authorized,0,SALES-POS,c341d8bc-6ac7-43b1-9dfa-b34a48d0b01a,3041.07,2018-09-13,F,21,Palmerston City,NT,2018-09-13 01:59:59+00:00,12.91,CUS-325142416,debit,130.84,-12.45,130.99,-12.48
posted,0,INTER BANK,,12778.13,2018-09-13,M,43,,,2018-09-13 02:00:00+00:00,16.0,CUS-3142625864,debit,145.16,-37.84,,
posted,0,PAYMENT,,3996.86,2018-09-13,M,20,,,2018-09-13 02:00:00+00:00,168.0,CUS-3325710106,debit,145.04,-37.92,,
posted,0,PAYMENT,,61588.22,2018-09-13,M,40,,,2018-09-13 03:00:00+00:00,47.0,CUS-1816693151,debit,115.83,-31.90,,
posted,0,PAYMENT,,3129.01,2018-09-13,M,37,,,2018-09-13 03:00:00+00:00,52.0,CUS-2695611575,debit,153.32,-27.93,,
posted,0,PAYMENT,,11838.04,2018-09-13,M,20,,,2018-09-13 04:00:00+00:00,39.0,CUS-2110742437,debit,138.56,-35.27,,
posted,0,PAYMENT,,4080.87,2018-09-13,F,41,,,2018-09-13 04:00:00+00:00,22.0,CUS-2348881191,debit,144.93,-37.79,,
authorized,1,SALES-POS,39d7df49-d246-45c6-bb90-5e4b3a3b003b,4263.69,2018-09-13,M,22,Sydney,NSW,2018-09-13 04:08:29+00:00,14.19,CUS-1617121891,debit,255.00,-573.00,151.21,-33.87
authorized,1,POS,32dee8bf-1e33-4568-94b5-f51d531175a4,5807.4,2018-09-13,M,20,Officer,VIC,2018-09-13 04:38:47+00:00,17.7,CUS-2484453271,debit,145.23,-37.86,145.41,-38.06
posted,0,PAYMENT,,11001.81,2018-09-13,M,19,,,2018-09-13 05:00:00+00:00,33.0,CUS-2317998716,debit,146.94,-36.04,,
posted,0,PAYMENT,,3111.01,2018-09-13,M,37,,,2018-09-13 05:00:00+00:00,18.0,CUS-2695611575,debit,153.32,-27.93,,
authorized,1,POS,d8bc8141-7903-408f-a626-c41c5e45dde6,7595.33,2018-09-13,F,34,Tamworth,NSW,2018-09-13 05:49:59+00:00,29.25,CUS-1147642491,debit,151.04,-33.77,150.92,-31.09
posted,0,INTER BANK,,1953.26,2018-09-13,F,64,,,2018-09-13 06:00:00+00:00,160.0,CUS-1654129794,debit,147.31,-42.88,,
posted,0,PAYMENT,,3961.96,2018-09-13,F,25,,,2018-09-13 06:00:00+00:00,46.0,CUS-1669695324,debit,115.74,-31.72,,
posted,0,PAYMENT,,5783.52,2018-09-13,M,20,,,2018-09-13 06:00:00+00:00,135.0,CUS-2688605418,debit,151.22,-33.87,,
posted,0,PAYMENT,,5963.57,2018-09-13,F,30,,,2018-09-13 06:00:00+00:00,47.0,CUS-497688347,debit,138.63,-34.93,,
posted,0,PAYMENT,,14121.4,2018-09-13,F,35,,,2018-09-13 07:00:00+00:00,33.0,CUS-2155701614,debit,144.96,-37.84,,
posted,0,PAYMENT,,4193.61,2018-09-13,F,35,,,2018-09-13 07:00:00+00:00,120.0,CUS-2650223890,debit,138.69,-34.84,,
posted,0,INTER BANK,,10563.9,2018-09-13,F,19,,,2018-09-13 07:00:00+00:00,22.0,CUS-3174332735,debit,144.66,-37.91,,
authorized,1,SALES-POS,0573359a-48af-4d38-a1a0-00d115cb2654,5701.47,2018-09-13,F,47,Taree,NSW,2018-09-13 07:06:09+00:00,5.52,CUS-3716701010,debit,115.72,-32.28,152.46,-31.91
authorized,1,POS,72cdcf17-312b-49c3-9fbe-bd3cdcf97d42,3840.32,2018-09-13,M,24,West Melbourne,VIC,2018-09-13 07:44:36+00:00,12.43,CUS-1433879684,debit,145.00,-37.83,144.95,-37.81
posted,0,PAYMENT,,4381.87,2018-09-13,F,43,,,2018-09-13 08:00:00+00:00,43.0,CUS-4123612273,debit,144.95,-37.76,,
authorized,1,POS,c34d1bb1-04b3-407e-b7e6-45ef0b497902,4566.46,2018-09-13,M,21,Springvale,VIC,2018-09-13 08:04:59+00:00,10.89,CUS-537508723,debit,147.08,-37.97,145.16,-37.93
authorized,1,POS,acb057e5-a59f-492e-b83b-61b75fa1fa12,5798.74,2018-09-13,M,20,Strahan,TAS,2018-09-13 08:13:19+00:00,8.66,CUS-2484453271,debit,145.23,-37.86,145.33,-42.15
authorized,1,SALES-POS,959694dd-5121-4e68-9d7f-ad35790519e3,2569.65,2018-09-13,F,43,Mansfield,VIC,2018-09-13 08:21:39+00:00,26.25,CUS-2599279756,debit,142.77,-37.06,146.09,-37.05
authorized,1,SALES-POS,1832158b-7c45-4e17-9239-b7d7fef46969,5788.47,2018-09-13,M,20,Narre Warren,VIC,2018-09-13 08:29:59+00:00,10.27,CUS-2484453271,debit,145.23,-37.86,145.31,-38.02
authorized,1,POS,6a981542-751b-48d6-9060-63190edeacf4,3205.79,2018-09-13,F,24,Melbourne,VIC,2018-09-13 08:38:19+00:00,8.58,CUS-3378712515,debit,145.45,-37.74,144.96,-37.81
authorized,1,POS,dcd7f696-8ac8-45f0-955b-4fd3982d45cf,4247.81,2018-09-13,M,22,Melbourne,VIC,2018-09-13 08:46:39+00:00,15.88,CUS-1617121891,debit,255.00,-573.00,144.96,-37.81
authorized,1,POS,36a1855d-f406-4c1b-a44e-89d7adb63848,2937.95,2018-09-13,F,18,Kingsthorpe,QLD,2018-09-13 08:54:59+00:00,29.6,CUS-3702001629,debit,153.09,-27.48,151.83,-27.51
posted,0,PAYMENT,,23641.21,2018-09-13,F,34,,,2018-09-13 09:00:00+00:00,27.0,CUS-1196156254,debit,138.52,-35.01,,
posted,0,PAYMENT,,10041.96,2018-09-13,F,23,,,2018-09-13 09:00:00+00:00,154.0,CUS-2500783281,debit,145.01,-37.93,,
posted,0,INTER BANK,,2957.26,2018-09-13,F,21,,,2018-09-13 09:00:00+00:00,39.0,CUS-325142416,debit,130.84,-12.45,,
posted,0,PAYMENT,,16116.17,2018-09-13,M,42,,,2018-09-13 09:00:00+00:00,1404.0,CUS-3395687666,debit,149.03,-35.25,,
posted,0,PAYMENT,,4164.65,2018-09-13,M,42,,,2018-09-13 09:00:00+00:00,194.0,CUS-3904958894,debit,150.90,-33.78,,
authorized,1,SALES-POS,79383131-7121-47ef-8a83-1f051318c92f,4429.89,2018-09-13,M,23,Gordon,NSW,2018-09-13 09:01:38+00:00,5.41,CUS-511326734,debit,150.90,-34.37,151.15,-33.76
authorized,0,SALES-POS,ca504361-fa5f-4c0a-a6f5-800343d80b98,924.19,2018-09-13,M,38,Brighton-Le-Sands,NSW,2018-09-13 09:05:45+00:00,16.34,CUS-2142601169,debit,151.23,-33.94,151.16,-33.96
authorized,0,POS,0b5b8661-5fd3-480b-83ca-889afec8c716,5688.53,2018-09-13,F,19,Ringwood,VIC,2018-09-13 09:09:52+00:00,6.71,CUS-1928710999,debit,145.15,-37.76,145.23,-37.81
authorized,1,SALES-POS,6e268cb4-abc2-41b1-9f90-beac7955627f,3198.77,2018-09-13,F,24,Hawthorn,VIC,2018-09-13 09:13:59+00:00,7.02,CUS-3378712515,debit,145.45,-37.74,145.04,-37.82
authorized,1,POS,cb021e50-fc33-4d52-9d1c-e17b5c7b277b,3013.23,2018-09-13,F,21,Darwin,NT,2018-09-13 09:18:06+00:00,27.84,CUS-325142416,debit,130.84,-12.45,130.84,-12.46
authorized,1,POS,29f50e49-952e-41f4-8df5-f83d711d90c2,7088.05,2018-09-13,F,20,Lane Cove,NSW,2018-09-13 09:22:13+00:00,23.73,CUS-164374203,debit,150.68,-33.79,151.17,-33.81
authorized,1,POS,9b03f1fb-e94f-4a23-b48e-1b2c0c4ac093,4889.98,2018-09-13,F,20,West Perth,WA,2018-09-13 09:26:20+00:00,12.59,CUS-127297539,debit,115.79,-31.79,115.85,-31.95
authorized,0,SALES-POS,bf3bc19d-ccf4-4117-af76-f1375d2a6e1b,2996.26,2018-09-13,F,21,Marrara,NT,2018-09-13 09:30:27+00:00,16.97,CUS-325142416,debit,130.84,-12.45,130.9,-12.4
authorized,1,POS,209ea563-6f75-4605-b322-d9f5d24d7a45,5674.4,2018-09-13,F,47,Hocking,WA,2018-09-13 09:34:34+00:00,27.07,CUS-3716701010,debit,115.72,-32.28,115.82,-31.77
authorized,0,POS,26b0b9bc-a8af-4484-b4d3-4cf0838ed5bf,3179.88,2018-09-13,F,24,Southbank,VIC,2018-09-13 09:38:40+00:00,18.89,CUS-3378712515,debit,145.45,-37.74,144.97,-37.83
authorized,1,POS,72cdcf17-312b-49c3-9fbe-bd3cdcf97d42,916.81,2018-09-13,M,38,West Melbourne,VIC,2018-09-13 09:42:47+00:00,7.38,CUS-2142601169,debit,151.23,-33.94,144.95,-37.81
authorized,1,SALES-POS,e31795fc-3756-48c8-97f8-3c55599cd769,9062.94,2018-09-13,M,52,Claremont,WA,2018-09-13 09:46:54+00:00,21.7,CUS-134833760,debit,116.02,-31.87,115.79,-31.97
authorized,0,SALES-POS,eb6dedcd-cf23-4229-a5f7-e557a935a3e5,2443.84,2018-09-13,M,30,Toowoomba City,QLD,2018-09-13 09:51:01+00:00,6.95,CUS-860700529,debit,153.05,-27.61,151.95,-27.56
authorized,1,SALES-POS,3174ce1c-7f3b-4852-99d1-33abf1bcfb90,3596.74,2018-09-13,F,53,Port Macquarie,NSW,2018-09-13 09:55:08+00:00,17.26,CUS-1005756958,debit,153.03,-27.51,152.89,-31.43
authorized,1,SALES-POS,1f67fe13-88de-4730-a94c-3ccd989930a2,2402.54,2018-09-13,M,30,Melbourne,VIC,2018-09-13 09:59:15+00:00,41.3,CUS-860700529,debit,153.05,-27.61,144.97,-37.81
posted,0,PAYMENT,,4432.46,2018-09-13,M,21,,,2018-09-13 10:00:00+00:00,134.0,CUS-537508723,debit,147.08,-37.97,,
authorized,1,POS,f1830a21-3ed4-4659-9396-1ea7683f207a,2395.41,2018-09-13,M,30,Mount Lofty,QLD,2018-09-13 10:18:13+00:00,7.13,CUS-860700529,debit,153.05,-27.61,151.97,-27.55
authorized,0,POS,a1ca1b7e-a737-4fc8-b070-3e606f52c0d6,908.68,2018-09-13,M,38,Margaret River,WA,2018-09-13 10:40:26+00:00,8.13,CUS-2142601169,debit,151.23,-33.94,115.07,-33.95
posted,0,PAYMENT,,7516.33,2018-09-13,F,34,,,2018-09-13 11:00:00+00:00,79.0,CUS-1147642491,debit,151.04,-33.77,,
posted,0,PAYMENT,,3799.32,2018-09-13,M,24,,,2018-09-13 11:00:00+00:00,41.0,CUS-1433879684,debit,145.00,-37.83,,
posted,0,PAY/SALARY,,7529.51,2018-09-13,F,26,,,2018-09-13 11:00:00+00:00,920.71,CUS-2630892467,credit,149.03,-34.97,,
posted,0,INTER BANK,,5759.52,2018-09-13,M,20,,,2018-09-13 11:00:00+00:00,24.0,CUS-2688605418,debit,151.22,-33.87,,
posted,0,PAYMENT,,5628.4,2018-09-13,F,47,,,2018-09-13 11:00:00+00:00,46.0,CUS-3716701010,debit,115.72,-32.28,,
authorized,1,SALES-POS,df59f83b-b2e2-4625-85ba-58d31275e329,2537.34,2018-09-13,F,43,Mansfield,VIC,2018-09-13 11:01:02+00:00,32.31,CUS-2599279756,debit,142.77,-37.06,146.07,-37.05
authorized,1,POS,a1082d97-f4c7-4fbd-85c6-271112d5b94d,889.06,2018-09-13,M,38,Padstow,NSW,2018-09-13 11:09:44+00:00,19.62,CUS-2142601169,debit,151.23,-33.94,151.03,-33.95
authorized,1,SALES-POS,c469fa1e-aace-404c-bf80-160bea139ea3,3643.53,2018-09-13,M,31,Milsons Point,NSW,2018-09-13 11:18:26+00:00,50.86,CUS-3129499595,debit,150.92,-33.77,151.21,-33.85
authorized,1,POS,76931b68-8dd8-47c4-98b6-690f1908713a,13242.83,2018-09-13,M,38,Roxburgh Park,VIC,2018-09-13 11:27:07+00:00,34.59,CUS-1478398256,debit,143.88,-37.66,144.93,-37.64
authorized,1,POS,296a0500-8552-48ac-ac81-ec37065b568e,845.21,2018-09-13,M,38,Casula,NSW,2018-09-13 11:35:49+00:00,43.85,CUS-2142601169,debit,151.23,-33.94,150.88,-33.96
authorized,1,SALES-POS,05a0ae1a-11ae-4407-8759-dcf2eaa2fe0d,3105.5,2018-09-13,M,37,Southport,QLD,2018-09-13 11:44:31+00:00,5.51,CUS-2695611575,debit,153.32,-27.93,153.41,-27.96
authorized,1,POS,58ca4138-eccc-44ed-b9f4-89f52f586b07,3093.91,2018-09-13,M,37,Biggera Waters,QLD,2018-09-13 11:53:13+00:00,11.59,CUS-2695611575,debit,153.32,-27.93,153.4,-27.94
posted,0,PAY/SALARY,,54662.64,2018-09-13,M,78,,,2018-09-13 12:00:00+00:00,782.42,CUS-1646183815,credit,145.09,-37.82,,
posted,0,PAYMENT,,9579.79,2018-09-13,F,40,,,2018-09-13 12:00:00+00:00,196.0,CUS-2505971401,debit,138.58,-34.96,,
posted,0,PHONE BANK,,196218.47,2018-09-13,F,40,,,2018-09-13 12:00:00+00:00,41.0,CUS-527400765,debit,143.83,-37.66,,
posted,0,PAYMENT,,4397.46,2018-09-13,M,21,,,2018-09-13 12:00:00+00:00,35.0,CUS-537508723,debit,147.08,-37.97,,
authorized,1,SALES-POS,394e10ae-ecde-49cc-a245-c0fe9511f088,2502.82,2018-09-13,F,43,Castlemaine,VIC,2018-09-13 12:04:09+00:00,34.52,CUS-2599279756,debit,142.77,-37.06,144.21,-37.07
authorized,0,SALES-POS,0734a330-077f-4317-8d28-120f632d6358,39136.73,2018-09-13,M,28,Bondi Junction,NSW,2018-09-13 12:23:01+00:00,367.97,CUS-2663907001,debit,151.12,-33.89,151.25,-33.89
authorized,1,POS,9550a2b5-7803-43af-b84f-856c9cee2455,5885.96,2018-09-13,M,28,Eight Mile Plains,QLD,2018-09-13 12:41:53+00:00,10.48,CUS-1140341822,debit,144.97,-37.42,153.09,-27.58
posted,0,PAY/SALARY,,7905.3,2018-09-13,M,22,,,2018-09-13 13:00:00+00:00,2218.73,CUS-2283904812,credit,145.03,-37.88,,
posted,0,PAYMENT,,5773.47,2018-09-13,M,20,,,2018-09-13 13:00:00+00:00,15.0,CUS-2484453271,debit,145.23,-37.86,,
authorized,1,POS,5388e492-3862-47fe-96e1-127e2a31505d,4700.8,2018-09-13,F,27,York,WA,2018-09-13 13:00:47+00:00,18.06,CUS-3026014945,debit,116.06,-32.00,116.77,-31.89
authorized,1,POS,e8aa4daa-cfe2-4a2c-a0df-aaa9e6a629d2,2388.64,2018-09-13,M,30,Underwood,QLD,2018-09-13 13:20:23+00:00,6.77,CUS-860700529,debit,153.05,-27.61,153.11,-27.61
authorized,1,SALES-POS,8d1075d3-05c6-4a8b-8e97-6171a08a5921,57459.15,2018-09-13,M,19,York,WA,2018-09-13 13:39:59+00:00,13.87,CUS-1609060617,debit,115.90,-31.92,116.77,-31.89
authorized,0,POS,70a06eee-8c34-4bb2-a664-c962c5277930,2326.12,2018-09-13,F,26,Palm Beach,QLD,2018-09-13 13:59:36+00:00,7.39,CUS-2487424745,debit,153.41,-27.95,153.47,-28.12
posted,0,PAYMENT,,12372.73,2018-09-13,M,39,,,2018-09-13 14:00:00+00:00,60.0,CUS-1790886359,debit,145.17,-37.84,,
posted,0,INTER BANK,,7458.3,2018-09-13,M,22,,,2018-09-13 14:00:00+00:00,447.0,CUS-2283904812,debit,145.03,-37.88,,
posted,0,PAY/SALARY,,4197.26,2018-09-13,M,30,,,2018-09-13 14:00:00+00:00,1808.62,CUS-860700529,credit,153.05,-27.61,,
authorized,1,POS,e9c44b2b-0f72-4ddc-9fc7-be5370aa0d44,2313.72,2018-09-13,F,26,Tamborine Mountain,QLD,2018-09-13 14:09:42+00:00,12.4,CUS-2487424745,debit,153.41,-27.95,153.2,-27.97
authorized,1,SALES-POS,a1ca1b7e-a737-4fc8-b070-3e606f52c0d6,8677.91,2018-09-13,F,19,Margaret River,WA,2018-09-13 14:19:36+00:00,10.21,CUS-883482547,debit,150.82,-34.01,115.07,-33.95
authorized,1,SALES-POS,1b687605-2f01-43e0-84f2-297f3dd86f53,11243.29,2018-09-13,M,29,Boulder,WA,2018-09-13 14:29:30+00:00,17.01,CUS-261674136,debit,121.48,-30.75,121.48,-30.77
authorized,1,SALES-POS,41179464-a548-45e4-b684-71de31becfd6,2302.3,2018-09-13,F,26,Burleigh Heads,QLD,2018-09-13 14:39:24+00:00,11.42,CUS-2487424745,debit,153.41,-27.95,153.44,-28.1
authorized,1,POS,1f740c9f-75ff-4562-a173-009a3cd55556,2297.67,2018-09-13,F,26,Mermaid Waters,QLD,2018-09-13 14:49:18+00:00,4.63,CUS-2487424745,debit,153.41,-27.95,153.41,-28.05
authorized,0,SALES-POS,66029090-5982-4b1d-bc91-a23383b48058,2478.6,2018-09-13,F,43,Maryborough,VIC,2018-09-13 14:59:12+00:00,24.22,CUS-2599279756,debit,142.77,-37.06,143.74,-37.05
posted,0,PAY/SALARY,,5321.85,2018-09-13,M,44,,,2018-09-13 15:00:00+00:00,596.33,CUS-1233833708,credit,145.18,-37.90,,
posted,0,PAYMENT,,3552.3,2018-09-13,F,40,,,2018-09-13 15:00:00+00:00,33.0,CUS-1614226872,debit,153.10,-27.66,,
posted,0,PAY/SALARY,,9286.53,2018-09-13,M,26,,,2018-09-13 15:00:00+00:00,1433.98,CUS-880898248,credit,144.89,-37.69,,
authorized,1,SALES-POS,f3d2df7c-4c9a-4f88-931c-fa5ff1cca58c,5645.37,2018-09-13,F,19,Ripponlea,VIC,2018-09-13 15:07:04+00:00,43.16,CUS-1928710999,debit,145.15,-37.76,145,-37.88
authorized,1,POS,9e9c170b-c83e-4b0b-9b73-3a45556f233c,1928.21,2018-09-13,F,64,Fitzroy North,VIC,2018-09-13 15:14:46+00:00,25.05,CUS-1654129794,debit,147.31,-42.88,144.98,-37.78
authorized,1,POS,a29bb976-b297-4ddd-9f2c-2283fa4a4e3c,4185.34,2018-09-13,M,30,Gatton,QLD,2018-09-13 15:22:27+00:00,11.92,CUS-860700529,debit,153.05,-27.61,152.28,-27.56
authorized,0,POS,8790c38f-d212-4d49-8623-4fa698117e25,4691.29,2018-09-13,F,27,Mirrabooka,WA,2018-09-13 15:30:09+00:00,9.51,CUS-3026014945,debit,116.06,-32.00,115.87,-31.85
authorized,1,POS,394e10ae-ecde-49cc-a245-c0fe9511f088,2442.42,2018-09-13,F,43,Castlemaine,VIC,2018-09-13 15:37:50+00:00,36.18,CUS-2599279756,debit,142.77,-37.06,144.21,-37.07
authorized,0,SALES-POS,2ca9bb2e-01e3-48d2-a6df-3c45194dfd21,4169.82,2018-09-13,M,30,Silkstone,QLD,2018-09-13 15:45:32+00:00,15.52,CUS-860700529,debit,153.05,-27.61,152.79,-27.62
authorized,1,POS,729321c9-17ac-4434-a6f3-7803f9a60904,3585.3,2018-09-13,F,40,Mango Hill,QLD,2018-09-13 15:53:13+00:00,65.26,CUS-1614226872,debit,153.10,-27.66,153.02,-27.24
posted,0,PAY/SALARY,,4072.78,2018-09-13,F,43,,,2018-09-13 16:00:00+00:00,1630.36,CUS-2599279756,credit,142.77,-37.06,,
posted,0,PAY/SALARY,,5981.34,2018-09-13,M,37,,,2018-09-13 16:00:00+00:00,916.75,CUS-3201519139,credit,149.19,-21.15,,
authorized,1,SALES-POS,934890a0-37c4-4745-be2f-271aa98c235a,3785.18,2018-09-13,M,24,Point Cook,VIC,2018-09-13 16:01:59+00:00,14.14,CUS-1433879684,debit,145.00,-37.83,144.73,-37.88
authorized,1,SALES-POS,f3c386d7-c74f-4eb5-ad11-71607fcdbb71,3512.65,2018-09-13,F,40,Sydney,NSW,2018-09-13 16:18:39+00:00,39.65,CUS-1614226872,debit,153.10,-27.66,151.21,-33.87
authorized,1,SALES-POS,a72416a7-bfa8-4182-943c-938bb28210f5,5992.84,2018-09-13,M,27,Camberwell,VIC,2018-09-13 16:35:19+00:00,20.42,CUS-3180318393,debit,144.71,-37.58,145.06,-37.83
authorized,1,POS,f5ae2ba9-8ffc-4d9f-bb7f-4ef5439a096e,2264.56,2018-09-13,F,26,Yatala,QLD,2018-09-13 16:51:59+00:00,33.11,CUS-2487424745,debit,153.41,-27.95,153.23,-27.76
posted,0,PAYMENT,,6153.7,2018-09-13,M,44,,,2018-09-13 17:00:00+00:00,15.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,INTER BANK,,262504.15,2018-09-13,M,46,,,2018-09-13 17:00:00+00:00,1168.0,CUS-2370108457,debit,144.99,-37.90,,
posted,0,PAYMENT,,5963.84,2018-09-13,M,27,,,2018-09-13 17:00:00+00:00,29.0,CUS-3180318393,debit,144.71,-37.58,,
posted,0,PAY/SALARY,,48555.95,2018-09-13,M,22,,,2018-09-13 17:00:00+00:00,3195.01,CUS-3462882033,credit,145.03,-37.91,,
posted,0,PAYMENT,,5305.69,2018-09-13,F,34,,,2018-09-13 17:00:00+00:00,37.0,CUS-4142663097,debit,130.90,-12.37,,
posted,0,PAY/SALARY,,4605.84,2018-09-13,F,35,,,2018-09-13 17:00:00+00:00,725.32,CUS-72755508,credit,150.62,-33.76,,
authorized,1,SALES-POS,de98ea25-1956-40e1-afe5-d3f32586269d,3518.5,2018-09-13,F,26,Blacktown,NSW,2018-09-13 17:06:11+00:00,64.14,CUS-331942311,debit,151.27,-33.85,150.91,-33.77
authorized,1,SALES-POS,7e044743-4610-4772-985f-7ed4d59a5c87,5342.69,2018-09-13,F,34,Casuarina,NT,2018-09-13 17:18:05+00:00,11.69,CUS-4142663097,debit,130.90,-12.37,130.88,-12.38
authorized,1,POS,7122207c-1b4f-4613-9aa0-9eba945a86d1,7079.37,2018-09-13,F,20,Narraweena,NSW,2018-09-13 17:29:59+00:00,8.68,CUS-164374203,debit,150.68,-33.79,151.27,-33.75
authorized,1,POS,63ed3d01-4b95-49a5-a1d4-c95d4e49d9e3,4151.72,2018-09-13,M,30,Victoria Point,QLD,2018-09-13 17:41:54+00:00,18.1,CUS-860700529,debit,153.05,-27.61,153.28,-27.58
authorized,1,SALES-POS,6c84c219-96ea-4c6f-9de5-0a28bcaec62f,4872.31,2018-09-13,F,20,Rainbow Flat,NSW,2018-09-13 17:53:48+00:00,17.67,CUS-127297539,debit,115.79,-31.79,152.47,-32.01
posted,0,PAYMENT,,15482.69,2018-09-13,M,23,,,2018-09-13 18:00:00+00:00,41.0,CUS-1462656821,debit,151.27,-33.76,,
posted,0,PAYMENT,,4103.4,2018-09-13,M,38,,,2018-09-13 18:00:00+00:00,49.0,CUS-1604596597,debit,138.67,-34.86,,
posted,0,PAYMENT,,196197.47,2018-09-13,F,40,,,2018-09-13 18:00:00+00:00,21.0,CUS-527400765,debit,143.83,-37.66,,
authorized,1,POS,3716e385-33dd-4645-bd4d-6a6e42dcf6eb,4402.43,2018-09-13,M,23,Busselton,WA,2018-09-13 18:11:25+00:00,27.46,CUS-511326734,debit,150.90,-34.37,115.35,-33.65
authorized,0,POS,84a5be12-07d2-4de0-a371-978a8544e6b0,1915.69,2018-09-13,F,64,Oakleigh,VIC,2018-09-13 18:35:14+00:00,12.52,CUS-1654129794,debit,147.31,-42.88,145.08,-37.91
authorized,1,POS,d443739e-46ec-4c81-ace3-995c012ae13a,2939.19,2018-09-13,F,21,Fannie Bay,NT,2018-09-13 18:59:02+00:00,18.07,CUS-325142416,debit,130.84,-12.45,130.84,-12.42
posted,0,PAYMENT,,5539.54,2018-09-13,M,26,,,2018-09-13 19:00:00+00:00,106.0,CUS-1646621553,debit,115.78,-31.90,,
posted,0,PAYMENT,,795.21,2018-09-13,M,38,,,2018-09-13 19:00:00+00:00,50.0,CUS-2142601169,debit,151.23,-33.94,,
posted,0,PAYMENT,,262454.15,2018-09-13,M,46,,,2018-09-13 19:00:00+00:00,50.0,CUS-2370108457,debit,144.99,-37.90,,
authorized,1,SALES-POS,9d50c611-15be-4907-a853-c3589c97b53e,3732.73,2018-09-13,M,24,Melbourne,VIC,2018-09-13 19:09:35+00:00,52.45,CUS-1433879684,debit,145.00,-37.83,144.96,-37.81
authorized,1,POS,dc72ced4-7989-42cc-b650-46c249793433,20025.97,2018-09-13,F,38,Camberwell,VIC,2018-09-13 19:19:35+00:00,39.2,CUS-2206365095,debit,144.89,-37.81,145.06,-37.83
authorized,1,POS,3f7ff446-2ca9-4575-bd2d-df7033a76968,20012.67,2018-09-13,F,38,Hawthorn East,VIC,2018-09-13 19:29:35+00:00,13.3,CUS-2206365095,debit,144.89,-37.81,145.05,-37.83
authorized,0,POS,8ceab902-ce1f-42d4-971e-6a3ba3769422,14102.78,2018-09-13,F,35,Maribyrnong,VIC,2018-09-13 19:39:35+00:00,18.62,CUS-2155701614,debit,144.96,-37.84,144.89,-37.77
authorized,1,POS,e7d6c699-7f92-44b6-a009-63f871f7509c,2935.52,2018-09-13,F,21,Darwin,NT,2018-09-13 19:49:35+00:00,3.67,CUS-325142416,debit,130.84,-12.45,130.84,-12.46
authorized,0,POS,3e35990d-c83e-415e-9830-79a9ed47239d,13215.88,2018-09-13,M,38,Avondale Heights,VIC,2018-09-13 19:59:35+00:00,26.95,CUS-1478398256,debit,143.88,-37.66,144.87,-37.77
posted,0,PAYMENT,,6112.7,2018-09-13,M,44,,,2018-09-13 20:00:00+00:00,41.0,CUS-1892177589,debit,144.79,-37.73,,
authorized,0,POS,0faf8d6e-f204-4abe-b7c1-21ff8e657828,4663.94,2018-09-13,F,27,Osborne Park,WA,2018-09-13 20:18:27+00:00,27.35,CUS-3026014945,debit,116.06,-32.00,115.83,-31.9
authorized,1,POS,4e7e4cae-50fb-41e3-84a5-567fd66d6a19,15452.83,2018-09-13,M,23,Punchbowl,NSW,2018-09-13 20:37:41+00:00,29.86,CUS-1462656821,debit,151.27,-33.76,151.05,-33.93
authorized,1,SALES-POS,5e82896e-3f00-48c9-bd27-492f15439b39,4371.9,2018-09-13,M,21,Clarinda,VIC,2018-09-13 20:56:55+00:00,25.56,CUS-537508723,debit,147.08,-37.97,145.1,-37.94
posted,0,PHONE BANK,,10460.12,2018-09-13,M,28,,,2018-09-13 21:00:00+00:00,58.0,CUS-4023861240,debit,147.63,-22.84,,
authorized,1,SALES-POS,e6988ff9-81da-4d27-98ff-4835a1ad5dd4,4359.81,2018-09-13,M,21,Knoxfield,VIC,2018-09-13 21:11:49+00:00,12.09,CUS-537508723,debit,147.08,-37.97,145.23,-37.9
authorized,1,SALES-POS,3fe81527-e10f-4341-a789-d227e7180dab,4346.43,2018-09-13,M,21,Carrum Downs,VIC,2018-09-13 21:25:54+00:00,13.38,CUS-537508723,debit,147.08,-37.97,145.19,-38.1
authorized,1,SALES-POS,f4de8077-1282-4a9d-89ec-faf918885e57,15445.09,2018-09-13,M,23,Kogarah,NSW,2018-09-13 21:39:59+00:00,7.74,CUS-1462656821,debit,151.27,-33.76,151.13,-33.96
authorized,1,SALES-POS,a4327c86-cf62-41ce-928a-881aaa11b2f4,14062.65,2018-09-13,F,35,Lilydale,VIC,2018-09-13 21:54:05+00:00,40.13,CUS-2155701614,debit,144.96,-37.84,145.35,-37.76
